true_label,pred_label,confidence
Bus,Car & taxi,0.8300518989562988
Bus,Car & taxi,0.7377396821975708
Bike,Bus,0.6371557712554932
Subway,Car & taxi,0.43861737847328186
Bus,Car & taxi,0.8322844505310059
Bus,Car & taxi,0.6507524847984314
Walk,Subway,0.5164579749107361
Bus,Car & taxi,0.5249620079994202
Car & taxi,Train,0.8805656433105469
Bus,Car & taxi,0.5680497288703918
Bus,Subway,0.5519655346870422
Walk,Bike,0.5481242537498474
Car & taxi,Bike,0.8908065557479858
Car & taxi,Walk,0.4951549470424652
Bus,Car & taxi,0.9231120347976685
Car & taxi,Train,0.927300214767456
Train,Bus,0.6134653091430664
Bus,Walk,0.794644832611084
Bike,Walk,0.7797321677207947
Bike,Bus,0.5820578932762146
Bike,Bus,0.8858518004417419
Bus,Walk,0.5670931935310364
Subway,Car & taxi,0.6322310566902161
Bus,Car & taxi,0.45333701372146606
Bus,Walk,0.7638203501701355
Car & taxi,Train,0.8343508243560791
Subway,Walk,0.9064440131187439
Car & taxi,Walk,0.9713844656944275
Bus,Bike,0.5272623300552368
Car & taxi,Train,0.9883257150650024
Bus,Car & taxi,0.677080512046814
Car & taxi,Bus,0.6890823245048523
Bus,Walk,0.8777228593826294
Bus,Car & taxi,0.7200794816017151
Bus,Car & taxi,0.7051011919975281
Bike,Bus,0.7725476026535034
Bus,Bike,0.4762755036354065
Bus,Walk,0.9240812063217163
Bus,Walk,0.7608895301818848
Bus,Car & taxi,0.8304005265235901
Bus,Car & taxi,0.5576360821723938
Subway,Walk,0.9599030613899231
Bike,Bus,0.6980087161064148
Bus,Bike,0.7268075346946716
Car & taxi,Subway,0.8162423372268677
Bus,Car & taxi,0.8411850929260254
Bike,Bus,0.5862755179405212
Car & taxi,Train,0.5765060782432556
Bus,Bike,0.5050392746925354
Bus,Bike,0.396173894405365
Bike,Walk,0.6341589093208313
Bus,Train,0.7515559792518616
Bus,Car & taxi,0.7716949582099915
Car & taxi,Bus,0.5754645466804504
Subway,Walk,0.9896738529205322
Bus,Car & taxi,0.5875985622406006
Bus,Subway,0.5626404285430908
Subway,Car & taxi,0.6166852116584778
Car & taxi,Bus,0.5684241652488708
Car & taxi,Walk,0.4748992919921875
Bus,Walk,0.6325114369392395
Walk,Bike,0.9869584441184998
Bike,Bus,0.5852447748184204
Bus,Car & taxi,0.7625550031661987
Bus,Subway,0.5086573362350464
Car & taxi,Train,0.9965792298316956
Subway,Bus,0.8333929181098938
Car & taxi,Bus,0.8718811273574829
Bus,Car & taxi,0.46024927496910095
Bus,Subway,0.9475340247154236
Walk,Subway,0.5274046659469604
Bus,Walk,0.6342921853065491
Walk,Bike,0.7561253905296326
Bus,Car & taxi,0.7612084150314331
Train,Bus,0.6382542848587036
Bus,Bike,0.9600790143013
Car & taxi,Train,0.9993062019348145
Bike,Bus,0.6457730531692505
Car & taxi,Bus,0.5420053601264954
Walk,Bike,0.7852319478988647
Bus,Car & taxi,0.9184732437133789
Bus,Car & taxi,0.7885968685150146
Car & taxi,Walk,0.8871557116508484
Bus,Car & taxi,0.6887203454971313
Bike,Bus,0.7784586548805237
Bus,Bike,0.5854968428611755
Bus,Car & taxi,0.5053970813751221
